budget,release_date,revenue,title,Vote_Average
35000000,1920,14431253,Unfinished Business,86.33
20000000,1920,32005248,You Again,86.33
0,1920,25434291,Top Five,86.33
5500000,1920,58972904,Chariots of Fire,86.33
2000000,1920,22179430,Waitress,86.33
200000000,1928,435000000,Terminator 3: Rise of the Machines,89.58
80000000,1928,0,Edtv,89.58
34000000,1928,32255440,The Age of Innocence,89.58
20000000,1928,65569869,Street Kings,89.58
12000000,1928,54000000,Prophecy,89.58
0,1928,0,Diary of a Mad Black Woman,89.58
1500000,1928,11806119,Bloodsport,89.58
170000000,1901,773328629,Guardians of the Galaxy,90
165000000,1910,675120017,Interstellar,90
160000000,1915,825532764,Inception,90
15000000,1915,77000000,Shin Godzilla,90
250000000,1915,1021103568,The Hobbit: An Unexpected Journey,90
38000000,1940,207283925,The Fast and the Furious,90
150000000,2001,333932083,The Curious Case of Benjamin Button,90
160000000,2002,353624124,X-Men: First Class,90
160000000,2003,653428261,The Hunger Games: Mockingjay - Part 2,90
60000000,1901,57490374,Inkheart,90
60000000,1910,39031337,The Spirit,90
60000000,1915,30418560,Mortdecai,90
60000000,1915,0,In the Name of the King: A Dungeon Siege Tale,90
35000000,1915,0,Beyond Borders,90
68490000,1940,193677158,The Monkey King 2,90
80000000,2001,10166502,The Great Raid,90
58000000,2002,783112979,Deadpool,90
60000000,2003,0,Holy Man,90
35000000,1901,15304890,The Fountain,90
70000000,1910,11263966,Chill Factor,90
35000000,1915,2106557,Stolen,90
41677699,1915,187479518,Ponyo,90
34000000,1915,63013281,The Longest Ride,90
75000000,1940,19598588,The Astronaut's Wife,90
34000000,2001,0,I Dreamed of Africa,90
35000000,2002,0,Playing for Keeps,90
35000000,2003,27330000,Mandela: Long Walk to Freedom,90
20000000,1901,46089287,The World's End,90
0,1910,0,Nancy Drew,90
20000000,1915,51416464,Daybreakers,90
20000000,1915,49779728,She's Out of My League,90
20000000,1915,17425000,Monte Carlo,90
9000000,1940,27105095,Stay Alive,90
0,2001,0,Quigley Down Under,90
20000000,2002,39300000,Alpha and Omega,90
20000000,2003,37597471,The Covenant,90
12000000,1901,21133087,Stir of Echoes,90
12000000,1910,100129872,Philomena,90
0,1915,0,The Upside of Anger,90
0,1915,0,The Boys from Brazil,90
12000000,1915,23006849,Aquamarine,90
12000000,1940,85512300,Paper Towns,90
0,2001,51,My Baby's Daddy,90
12000000,2002,17654912,Nebraska,90
0,2003,0,Tales from the Crypt: Demon Knight,90
0,1901,0,Shine,90
6000000,1910,0,Don Jon,90
5500000,1915,15700000,High Plains Drifter,90
7000000,1915,0,Ghost World,90
0,1915,0,Iris,90
5500000,1940,4865000,Galaxina,90
0,2001,0,The Chorus,90
4361898,2002,3031801,Mambo Italiano,90
5000000,2003,2466444,Wonderland,90
1500000,1901,9600000,Mr. Smith Goes to Washington,90
1500000,1910,7412216,Kids,90
1500000,1915,11098131,The Squid and the Whale,90
1000000,1915,10013424,Kissing Jessica Stein,90
17000000,1915,0,Kickboxer: Vengeance,90
1500000,1940,7000000,Spellbound,90
0,2001,0,Exotica,90
1500000,2002,2375097,Buffalo '66,90
1500000,2003,97009150,Insidious,90
150000000,1915,215283742,The Sorcerer's Apprentice,90.83
160000000,1920,181674817,Poseidon,90.83
58800000,1915,542307423,American Sniper,90.83
58000000,1920,158162788,Goosebumps,90.83
32000000,1915,40382659,Reds,90.83
40000000,1920,243240178,A Few Good Men,90.83
0,1915,0,Stick It,90.83
40000000,1920,28972508,Shorts,90.83
12000000,1915,17292381,Max Keeble's Big Move,90.83
12000000,1920,22939027,Young Adult,90.83
6500000,1915,37295445,Do the Right Thing,90.83
0,1920,0,Harvard Man,90.83
1500000,1915,2300000,Repo Man,90.83
1500000,1920,0,Nine Queens,90.83
170000000,1965,299370084,Alice Through the Looking Glass,91.42
58000000,1965,102854431,Just Like Heaven,91.42
50000000,1965,79958599,Exit Wounds,91.42
20000000,1965,21284514,To Die For,91.42
12000000,1965,42931041,Crank,91.42
3850000,1965,0,Le Havre,91.42
0,1965,0,The Gatekeepers,91.42
160000000,1920,798958165,Shrek the Third,92
83000000,1920,59468275,The Flintstones in Viva Rock Vegas,92
30000000,1920,173959438,Big Momma's House,92
20000000,1920,83707310,Nerve,92
0,1920,13960203,Def Jam's How to Be a Player,92
0,1920,792,Irreversible,92
1500000,1920,712294,The Ballad of Jack and Rose,92
160000000,1937,433677183,Warcraft,93.25
63000000,1937,189015611,Rambo III,93.25
34000000,1937,0,Thunder and the House of Magic,93.25
20000000,1937,20211394,Appaloosa,93.25
12000000,1937,12902790,Living Out Loud,93.25
5500000,1937,0,R100,93.25
1500000,1937,3566225,The To Do List,93.25
155000000,2004,440603537,Terminator Genisys,95.08
58000000,2004,41299492,Leatherheads,95.08
30000000,2004,64626786,The Darkest Hour,95.08
20000000,2004,0,Vampires,95.08
0,2004,21520719,Just Wright,95.08
2200000,2004,11502151,Rang De Basanti,95.08
1500000,2004,418961,Killing Zoe,95.08
155000000,1910,415686217,The Chronicles of Narnia: The Voyage of the Dawn Treader,95.5
60000000,1910,0,The Ridiculous 6,95.5
33000000,1910,140470746,Step Up Revolution,95.5
806948,1910,32000000,Psycho,95.5
0,1910,0,Rachel Getting Married,95.5
0,1910,0,Animals,95.5
1500000,1910,416925,The Believer,95.5
140000000,1910,449220945,Pearl Harbor,95.67
150000000,1921,709709780,Transformers,95.67
58000000,1910,85280250,Did You Hear About the Morgans?,95.67
58000000,1921,44000000,The Internship,95.67
33000000,1910,62022014,Snakes on a Plane,95.67
33000000,1921,0,The Watcher,95.67
20000000,1910,36620508,My Best Friend's Girl,95.67
20000000,1921,34077920,Endless Love,95.67
12000000,1910,0,The Postman Always Rings Twice,95.67
0,1921,31466789,Girl with a Pearl Earring,95.67
8000000,1910,0,Salvation Boulevard,95.67
0,1921,0,The Ten,95.67
0,1910,414404,Snow Angels,95.67
0,1921,0,Unsullied,95.67
155000000,1920,167298192,Alexander,95.83
60000000,1920,300228084,Resident Evil: Afterlife,95.83
33000000,1920,54700105,The Punisher,95.83
20000000,1920,0,Georgia Rule,95.83
14000000,1920,85000000,Das Boot,95.83
0,1920,0,A Room for Romeo Brass,95.83
1500000,1920,373967,Session 9,95.83
150000000,1901,938212738,Harry Potter and the Order of the Phoenix,96.33
58000000,1901,50365377,Red Tails,96.33
30000000,1901,27610873,Goal!: The Dream Begins,96.33
20000000,1901,2297493,Under the Rainbow,96.33
12000000,1901,0,Sorority Boys,96.33
0,1901,15699707,Headhunters,96.33
0,1901,0,I Want Someone to Eat Cheese With,96.33
150000000,1920,895921036,Harry Potter and the Goblet of Fire,97
57000000,1920,152944660,The Devil's Advocate,97
30000000,1920,40346186,Safe,97
20000000,1920,18432000,Ladyhawke,97
0,1920,87100449,About Time,97
0,1920,0,Grabbers,97
0,1920,330048,Mooz-lum,97
150000000,1926,624029371,Hancock,97.75
70000000,1926,58058367,That's My Boy,97.75
33000000,1926,0,Pushing Tin,97.75
20000000,1926,18253415,Simon Birch,97.75
0,1926,92863945,House of Flying Daggers,97.75
0,1926,0,Saint Ralph,97.75
0,1926,0,Hatchet,97.75
150000000,1925,585349010,I Am Legend,98
57000000,1925,115267375,DragonHeart,98
32350000,1925,572700000,Return of the Jedi,98
20000000,1925,22222308,Reign Over Me,98
12000000,1925,35485056,Arbitrage,98
5500000,1925,5000000,Miss Julie,98
1,1925,8500000,Modern Times,98
150000000,1930,474968763,Charlie and the Chocolate Factory,98.17
60000000,1930,61347797,After the Sunset,98.17
30000000,1930,22211426,Doomsday,98.17
15000000,1930,56255142,Into the Wild,98.17
12000000,1930,32248241,Project Almanac,98.17
5100000,1930,0,Somewhere in Time,98.17
0,1930,0,Stolen Summer,98.17
150000000,1915,623722818,Ratatouille,98.58
57000000,1915,149217355,Ghost Rider: Spirit of Vengeance,98.58
32000000,1915,113019290,The Reader,98.58
20000000,1915,17807569,School for Scoundrels,98.58
12000000,1915,0,Cadillac Records,98.58
0,1915,0,Dum Maaro Dum,98.58
1500000,1915,173066,My Name Is Bruce,98.58
150000000,1920,374218673,Batman Begins,98.75
57000000,1920,62112895,Captain Corelli's Mandolin,98.75
35000000,1920,24159934,Wanderlust,98.75
20000000,1920,52302796,Silent Hill: Revelation 3D,98.75
0,1920,0,Screwed,98.75
5000000,1920,0,Insidious: Chapter 2,98.75
1500000,1920,0,The Salon,98.75
150000000,1911,603900354,Madagascar: Escape 2 Africa,99
150000000,1924,413106170,Night at the Museum: Battle of the Smithsonian,99
56000000,1911,113006880,The Pacifier,99
56000000,1924,57223890,Walking Tall,99
32000000,1911,173398518,Elf,99
32000000,1924,152036382,Phenomenon,99
19000000,1911,25836616,From Dusk Till Dawn,99
0,1924,0,Pooh's Heffalump Movie,99
8000000,1911,6739141,Fortress,99
12000000,1924,5542025,For Your Consideration,99
4000000,1911,152925093,Saw II,99
15000000,1924,108286421,10 Cloverfield Lane,99
1500000,1911,0,Road Hard,99
1500000,1924,0,Forty Shades of Blue,99
150000000,1937,373062864,X-Men Origins: Wolverine,99.67
150000000,1940,424988211,The Matrix Revolutions,99.67
55000000,1937,677945399,Forrest Gump,99.67
60000000,1940,361366633,Alvin and the Chipmunks,99.67
33000000,1937,0,Snow Dogs,99.67
0,1940,60328000,Scrooged,99.67
0,1937,17519169,Home for the Holidays,99.67
20000000,1940,100914445,Kung Fu Hustle,99.67
0,1937,0,Celebrity,99.67
12000000,1940,6754898,Running with Scissors,99.67
5000000,1937,64282312,Jackass: The Movie,99.67
4900000,1940,44107032,Lights Out,99.67
1200000,1937,0,Amigo,99.67
1500000,1940,32000,Pontypool,99.67
150000000,1915,1274219009,Frozen,99.92
150000000,1920,738599701,The Matrix Reloaded,99.92
170000000,1922,644571402,Thor: The Dark World,99.92
150000000,1925,378858340,Mad Max: Fury Road,99.92
150000000,1926,356613439,Angels & Demons,99.92
150000000,1927,449326618,Thor,99.92
150000000,1927,309979994,Bolt,99.92
150000000,1940,292817841,G-Force,99.92
150000000,1946,301000000,Wrath of the Titans,99.92
150000000,1946,245527149,Dark Shadows,99.92
150000000,1948,682330139,Mission: Impossible - Rogue Nation,99.92
150000000,1955,0,The Wolfman,99.92
150000000,1958,287594577,Bee Movie,99.92
150000000,1987,665692281,Kung Fu Panda 2,99.92
55000000,1915,330444045,Meet the Parents,99.92
55000000,1920,346079773,Pocahontas,99.92
55000000,1922,300218018,Superman,99.92
54000000,1925,128769345,The Nutty Professor,99.92
70000000,1926,368100420,Hitch,99.92
55000000,1927,0,George of the Jungle,99.92
55000000,1927,231449203,American Wedding,99.92
55000000,1940,95000000,Captain Phillips,99.92
55000000,1946,152263880,Date Night,99.92
50000000,1946,287928194,Casper,99.92
55000000,1948,192330738,The Equalizer,99.92
55000000,1955,154906693,Maid in Manhattan,99.92
53000000,1958,157387195,Crimson Tide,99.92
55000000,1987,307077295,The Pursuit of Happyness,99.92
32000000,1915,80197993,Nacho Libre,99.92
32500000,1920,288383523,Bridesmaids,99.92
32000000,1922,126041322,This Is the End,99.92
29000000,1925,50041732,Stigmata,99.92
32000000,1926,48814909,Men of Honor,99.92
32000000,1927,69055695,Takers,99.92
35000000,1927,21819348,The Big Wedding,99.92
32000000,1940,83615414,"Big Mommas: Like Father, Like Son",99.92
32000000,1946,147332697,Source Code,99.92
32000000,1946,36733909,Alive,99.92
30000000,1948,77566815,The Number 23,99.92
33000000,1955,9494789,The Young and Prodigious T.S. Spivet,99.92
35000000,1958,31755742,1941,99.92
0,1987,0,Dreamer: Inspired By a True Story,99.92
35000000,1915,0,The Country Bears,99.92
20000000,1920,73276047,The Kite Runner,99.92
20000000,1922,60427839,21 Grams,99.92
20000000,1925,16605763,Paparazzi,99.92
20000000,1926,17432163,A Guy Thing,99.92
0,1927,0,Loser,99.92
20000000,1927,17436509,Capitalism: A Love Story,99.92
20000000,1940,15473333,The Greatest Story Ever Told,99.92
19500000,1946,34854990,Secret in Their Eyes,99.92
25000000,1946,14109284,Disaster Movie,99.92
20000000,1948,22942221,Armored,99.92
20000000,1955,13801755,The Man Who Knew Too Little,99.92
20000000,1958,30426096,What's Your Number?,99.92
20000000,1987,32204030,Lockout,99.92
12000000,1915,4922166,From Justin to Kelly,99.92
12000000,1920,4939939,Girl 6,99.92
12000000,1922,23,In the Cut,99.92
12000000,1925,3148182,Two Lovers,99.92
0,1926,0,Last Orders,99.92
11000000,1927,88489643,The Host,99.92
0,1927,0,The Pursuit of D.B. Cooper,99.92
12000000,1940,0,Ravenous,99.92
12000000,1946,0,Charlie Bartlett,99.92
12400000,1946,8371085,The Great Beauty,99.92
0,1948,0,The Dangerous Lives of Altar Boys,99.92
12000000,1955,12077441,Stoker,99.92
12000000,1958,19271312,2046,99.92
12000000,1987,0,Married Life,99.92
5000000,1915,205703818,Paranormal Activity 3,99.92
5000000,1920,103590271,Ouija,99.92
5000000,1922,44793222,A Nightmare on Elm Street 3: Dream Warriors,99.92
5500000,1925,99067206,Instructions Not Included,99.92
5000000,1926,142817992,Paranormal Activity 4,99.92
4100000,1927,36000000,The Robe,99.92
5000000,1927,41833347,The Return of the Pink Panther,99.92
11000000,1940,34872033,Freddy's Dead: The Final Nightmare,99.92
8000000,1946,60378584,Monster,99.92
5000000,1946,28200000,"20,000 Leagues Under the Sea",99.92
5000000,1948,86362372,Paranormal Activity: The Marked Ones,99.92
5000000,1955,26010864,The Elephant Man,99.92
5000000,1958,55198285,Dallas Buyers Club,99.92
3300000,1987,64110728,The Lazarus Effect,99.92
2000000,1915,0,Trucker,99.92
1,1920,0,Me You and Five Bucks,99.92
1500000,1922,1165882,The Lords of Salem,99.92
0,1925,0,Housebound,99.92
0,1926,0,Wal-Mart: The High Cost of Low Price,99.92
1,1927,0,Fetching Cody,99.92
0,1927,0,Last I Heard,99.92
9000000,1940,0,Closer to the Moon,99.92
0,1946,1500000,Mutant World,99.92
0,1946,0,Growing Up Smith,99.92
0,1948,0,Checkmate,99.92
1500000,1955,0,#Horror,99.92
0,1958,0,Wind Walkers,99.92
1488423,1987,184925486,Snow White and the Seven Dwarfs,99.92
150000000,1900,318502923,The Last Airbender,100
150000000,1900,397850012,Mission: Impossible III,100
150000000,1900,205366737,White House Down,100
150000000,1900,38992758,Mars Needs Moms,100
149000000,1901,64459316,Flushed Away,100
150000000,1901,128388320,Pan,100
145000000,1901,272912430,Mr. Peabody & Sherman,100
175000000,1901,497409852,Troy,100
145000000,1901,746921274,Madagascar 3: Europe's Most Wanted,100
140000000,1901,431971116,Die Another Day,100
144000000,1901,229147509,Ghostbusters,100
140000000,1901,553799566,Armageddon,100
140000000,1901,441818803,Men in Black II,100
70000000,1901,195735876,Beowulf,100
145000000,1901,521170825,Kung Fu Panda 3,100
145000000,1901,694713380,Mission: Impossible - Ghost Protocol,100
145000000,1901,306941670,Rise of the Guardians,100
100000000,1905,202026112,Fun with Dick and Jane,100
140000000,1910,456758981,The Last Samurai,100
140000000,1910,268031828,Exodus: Gods and Kings,100
150000000,1910,385680446,Star Trek,100
139000000,1910,821708551,Spider-Man,100
145000000,1910,609123048,How to Train Your Dragon 2,100
140000000,1910,150680864,Gods of Egypt,100
135000000,1910,76932943,Stealth,100
130000000,1910,185258983,Watchmen,100
140000000,1910,285444603,Lethal Weapon 4,100
137000000,1910,245360480,Hulk,100
130000000,1910,371876278,G.I. Joe: Retaliation,100
130000000,1910,119269486,Sahara,100
137000000,1911,85131830,Final Fantasy: The Spirits Within,100
140000000,1913,370569774,Captain America: The First Avenger,100
135000000,1914,361832400,The World Is Not Enough,100
150000000,1914,212011111,Master and Commander: The Far Side of the World,100
120000000,1914,829000000,The Twilight Saga: Breaking Dawn - Part 2,100
130000000,1915,150406466,Happy Feet Two,100
150000000,1915,163712074,The Incredible Hulk,100
140000000,1915,183345589,The BFG,100
135000000,1915,532950503,The Revenant,100
135000000,1915,282570682,Turbo,100
135000000,1915,245724603,Rango,100
132000000,1915,373552094,Penguins of Madagascar,100
70000000,1915,442824138,The Bourne Ultimatum,100
130000000,1916,631744560,Kung Fu Panda,100
130000000,1916,519311965,Ant-Man,100
130000000,1917,847423452,The Hunger Games: Catching Fire,100
135000000,1917,368871007,Home,100
132000000,1917,591739379,War of the Worlds,100
130000000,1918,273339556,Bad Boys II,100
130000000,1920,554987477,Puss in Boots,100
110000000,1920,293329073,Salt,100
125000000,1920,362637473,Noah,100
130000000,1920,371940071,The Adventures of Tintin,100
130000000,1920,789804554,Harry Potter and the Prisoner of Azkaban,100
130000000,1920,49554002,Australia,100
130000000,1920,243843127,After Earth,100
127500000,1920,354248063,Dinosaur,100
127000000,1920,349424282,Night at the Museum: Secret of the Tomb,100
130000000,1920,321887208,Megamind,100
125000000,1920,976475550,Harry Potter and the Philosopher's Stone,100
130000000,1920,61648500,R.I.P.D.,100
140000000,1920,655011224,Pirates of the Caribbean: The Curse of the Black Pearl,100
125000000,1920,752100229,The Hunger Games: Mockingjay - Part 1,100
125000000,1920,767820459,The Da Vinci Code,100
103000000,1920,500188435,Rio 2,100
110000000,1920,407711549,X2,100
125000000,1920,626137675,Fast Five,100
125000000,1920,334615000,Sherlock Holmes: A Game of Shadows,100
125000000,1920,232713139,Clash of the Titans,100
65000000,1920,261317921,Total Recall,100
160000000,1920,61698899,The 13th Warrior,100
130000000,1920,276572938,The Bourne Legacy,100
125000000,1920,238207122,Batman & Robin,100
123000000,1920,345141403,How the Grinch Stole Christmas,100
125000000,1920,544272402,The Day After Tomorrow,100
125000000,1920,546388105,Mission: Impossible II,100
120000000,1920,325756637,The Perfect Storm,100
130000000,1920,289047763,Fantastic 4: Rise of the Silver Surfer,100
120000000,1920,609016565,Life of Pi,100
110000000,1920,228738393,Ghost Rider,100
120000000,1920,415484914,Jason Bourne,100
120000000,1920,259175788,Charlie's Angels: Full Throttle,100
130000000,1920,403170142,Prometheus,100
120000000,1920,169956806,Stuart Little 2,100
115000000,1920,286140700,Elysium,100
105000000,1920,115772733,The Chronicles of Riddick,100
120000000,1920,242688965,RoboCop,100
